t 	 x 	 v
0.0	0.0	83.0	  
0.01	0.82965665	82.93132753348361	  
0.02	1.6586265506696722	82.86264520906659	  
0.03	2.4869095541813317	82.79394318925574	  
0.04	3.314505414454787	82.72521166103851	  
0.05	4.141413787402102	82.65644083587726	  
0.060000000000000005	4.967634231172332	82.58762094970938	  
0.07	5.79316620639629	82.51874226295307	  
0.08	6.6180090764313935	82.44979506051892	  
0.09	7.442162107606668	82.38076965182711	  
0.09999999999999999	8.265624469467935	82.31165637083025	  
0.10999999999999999	9.088395235023272	82.2424455760419	  
0.11999999999999998	9.910473380988773	82.17312765057065	  
0.12999999999999998	10.731857788034684	82.1036930021597	  
0.13999999999999999	11.552547241031967	82.03413206323206	  
0.15	12.372540429299326	81.96443529094118	  
0.16	13.19183594685079	81.89459316722703	  
0.17	14.010432292643866	81.82459619887761	  
0.18000000000000002	14.828327870828343	81.75443491759593	  
0.19000000000000003	15.645520990995784	81.68409988007221	  
0.20000000000000004	16.462009868429785	81.61358166806158	  
0.21000000000000005	17.277792624357016	81.54287088846694	  
0.22000000000000006	18.092867286199123	81.4719581734271	  
0.23000000000000007	18.907231787825555	81.40083418041026	  
0.24000000000000007	19.72088396980733	81.32948959231256	  
0.25000000000000006	20.53382157967181	81.25791511756186	  
0.26000000000000006	21.346042272158567	81.18610149022669	  
0.2700000000000001	22.157543609476342	81.11403947013018	  
0.2800000000000001	22.96832306156117	81.04171984296919	  
0.2900000000000001	23.778378006335725	80.9691334204384	  
0.3000000000000001	24.587705729969937	80.8962710403594	  
0.3100000000000001	25.39630342714291	80.82312356681476	  
0.3200000000000001	26.20416820130623	80.74968189028708	  
0.3300000000000001	27.011297064948653	80.67593692780284	  
0.34000000000000014	27.817686939862288	80.60187962308116	  
0.35000000000000014	28.623334657410275	80.52750094668745	  
0.36000000000000015	29.428236958796035	80.45279189619173	  
0.37000000000000016	30.23239049533411	80.37774349633179	  
0.38000000000000017	31.03579182872267	80.30234679918108	  
0.3900000000000002	31.83843743131773	80.22659288432128	  
0.4000000000000002	32.6403236864091	80.15047285901943	  
0.4100000000000002	33.44144688849812	80.07397785840985	  
0.4200000000000002	34.241803243577294	79.99709904568044	  
0.4300000000000002	35.041388869411726	79.91982761226373	  
0.4400000000000002	35.84019979582256	79.84215477803224	  
0.45000000000000023	36.63823196497237	79.76407179149842	  
0.46000000000000024	37.43548123165253	79.68556993001907	  
0.47000000000000025	38.231943363572746	79.60664050000396	  
0.48000000000000026	39.027614041652605	79.52727483712904	  
0.49000000000000027	39.822488860315325	79.4474643065538	  
0.5000000000000002	40.61656332778368	79.36720030314294	  
0.5100000000000002	41.40983286637818	79.28647425169235	  
0.5200000000000002	42.202292812817525	79.20527760715925	  
0.5300000000000002	42.99393841852137	79.12360185489642	  
0.5400000000000003	43.784764849915454	79.04143851089067	  
0.5500000000000003	44.57476718873918	78.95877912200531	  
0.5600000000000003	45.36394043235556	78.87561526622667	  
0.5700000000000003	46.15227949406371	78.79193855291467	  
0.5800000000000003	46.939779203413856	78.70774062305725	  
0.5900000000000003	47.72643430652486	78.62301314952883	  
0.6000000000000003	48.51223946640443	78.53774783735254	  
0.6100000000000003	49.29718926327191	78.45193642396636	  
0.6200000000000003	50.08127819488376	78.36557067949299	  
0.6300000000000003	50.864500676861766	78.2786424070135	  
0.6400000000000003	51.64685104302402	78.19114344284468	  
0.6500000000000004	52.428323545718655	78.10306565681998	  
0.6600000000000004	53.20891235616042	78.01440095257419	  
0.6700000000000004	53.98861156477014	77.92514126783159	  
0.6800000000000004	54.76741518151705	77.83527857469765	  
0.6900000000000004	55.54531713626409	77.74480487995419	  
0.7000000000000004	56.322311279116136	77.65371222535799	  
0.7100000000000004	57.098391380771254	77.56199268794282	  
0.7200000000000004	57.873551132874994	77.46963838032472	  
0.7300000000000004	58.647784148377745	77.37664145101068	  
0.7400000000000004	59.42108396189521	77.28299408471044	  
0.7500000000000004	60.19344403007196	77.18868850265156	  
0.7600000000000005	60.96485773194824	77.09371696289767	  
0.7700000000000005	61.73531836932992	76.99807176066976	  
0.7800000000000005	62.50481916716164	76.90174522867049	  
0.7900000000000005	63.273353273903325	76.8047297374116	  
0.8000000000000005	64.04091376190988	76.70701769554417	  
0.8100000000000005	64.80749362781421	76.60860155019179	  
0.8200000000000005	65.5730857929137	76.5094737872867	  
0.8300000000000005	66.33768310355994	76.40962693190853	  
0.8400000000000005	67.10127833155187	76.30905354862595	  
0.8500000000000005	67.86386417453245	76.20774624184092	  
0.8600000000000005	68.62543325638869	76.10569765613559	  
0.8700000000000006	69.38597812765516	76.0029004766218	  
0.8800000000000006	70.14549126592112	75.89934742929316	  
0.8900000000000006	70.90396507624102	75.79503128137948	  
0.9000000000000006	71.6613918915487	75.68994484170375	  
0.9100000000000006	72.4177639730751	75.58408096104142	  
0.9200000000000006	73.17307351076954	75.47743253248204	  
0.9300000000000006	73.92731262372475	75.36999249179308	  
0.9400000000000006	74.6804733606054	75.26175381778603	  
0.9500000000000006	75.43254770008046	75.1527095326846	  
0.9600000000000006	76.18352755125909	75.042852702495	  
0.9700000000000006	76.93340475413036	74.9321764373783	  
0.9800000000000006	77.68217108000667	74.82067389202473	  
0.9900000000000007	78.42981823197087	74.70833826602981	  
1.0000000000000007	79.17633784532727	74.59516280427253	  
1.0100000000000007	79.92172148805632	74.48114079729511	  
1.0200000000000007	80.66596066127317	74.36626558168462	  
1.0300000000000007	81.40904679969002	74.25053054045625	  
1.0400000000000007	82.1509712720823	74.1339291034382	  
